Year,Month,Date,Target,Category,Value,Item,Context,Method,Shop,Location
2023,5,2023-05-02,Present,Clothing,10603,Expense item 257,Daily,Credit Card,Nikunohanamasa,Shibuya
2023,5,2023-05-03,Present,Subscriptions,247,Expense item 258,Daily,Cash,Nikunohanamasa,Tokyo
2023,5,2023-05-03,Present,Enjoyment & Social Life,5669,Expense item 259,Personal,Cash,Netflix,Shibuya
2023,5,2023-05-03,Living,Food,757,Expense item 260,Work,MASTER - 9031,Amazon,Kita-Senju
2023,5,2023-05-03,Living,Transport,11248,Expense item 261,Gift,Suika,Nikunohanamasa,Shinjuku
2023,5,2023-05-04,Living,Utilities & Services,5556,Expense item 262,Work,AMEX - 5508,Vending Machine,Tachikawa
2023,5,2023-05-04,Living,Utilities & Services,3287,Expense item 263,Travel,Suika,UQ,Tachikawa
2023,5,2023-05-05,Future,Clothing,11110,Expense item 264,Personal,Credit Card,FamilyMart,Tokyo
2023,5,2023-05-05,Present,Transport,2851,Expense item 265,Work,Credit Card,UQ,Tachikawa
2023,5,2023-05-05,Living,Basic Personal Care,6424,Expense item 266,Travel,Credit Card,Amazon,Shinjuku
2023,5,2023-05-05,Future,Transport,7154,Expense item 267,Daily,Suika,Nikunohanamasa,Shinjuku
2023,5,2023-05-06,Present,Subscriptions,1133,Expense item 268,Personal,Suika,Vending Machine,Tachikawa
2023,5,2023-05-06,Present,Hobbies & Leisure,1341,Expense item 269,Gift,Cash,FamilyMart,Online
2023,5,2023-05-07,Future,Clothing,13595,Expense item 270,Travel,Cash,Seven,Shibuya
2023,5,2023-05-07,Living,Food,5446,Expense item 271,Personal,AMEX - 5508,Mall,Tachikawa
2023,5,2023-05-08,Living,Food,3449,Expense item 272,Gift,Cash,Seven,Tokyo
2023,5,2023-05-09,Present,Hobbies & Leisure,8818,Expense item 273,Travel,AMEX - 5508,FamilyMart,Kita-Senju
2023,5,2023-05-10,Living,Utilities & Services,11068,Expense item 274,Work,Credit Card,Nikunohanamasa,Kita-Senju
2023,5,2023-05-10,Present,Enjoyment & Social Life,2717,Expense item 275,Daily,Suika,Nikunohanamasa,Shinjuku
2023,5,2023-05-10,Living,Food,1699,Expense item 276,Personal,Suika,Nikunohanamasa,Shibuya
2023,5,2023-05-11,Future,Clothing,3348,Expense item 277,Work,Credit Card,Nikunohanamasa,Kita-Senju
2023,5,2023-05-11,Present,Transport,14007,Expense item 278,Personal,AMEX - 5508,UQ,Shibuya
2023,5,2023-05-11,Living,Food,4729,Expense item 279,Work,Credit Card,Lawson,Online
2023,5,2023-05-13,Present,Subscriptions,800,Expense item 280,Gift,AMEX - 5508,Netflix,Online
2023,5,2023-05-15,Present,Transport,1285,Expense item 281,Travel,MASTER - 9031,Lawson,Kita-Senju
2023,5,2023-05-16,Present,Hobbies & Leisure,5785,Expense item 282,Daily,Cash,FamilyMart,Shinjuku
2023,5,2023-05-16,Present,Transport,184,Expense item 283,Travel,Suika,Seven,Tokyo
2023,5,2023-05-16,Future,Transport,2162,Expense item 284,Daily,Cash,Nikunohanamasa,Shinjuku
2023,5,2023-05-16,Living,Transport,8937,Expense item 285,Work,AMEX - 5508,Seven,Online
2023,5,2023-05-17,Present,Subscriptions,541,Expense item 286,Personal,Suika,Amazon,Kita-Senju
2023,5,2023-05-18,Present,Enjoyment & Social Life,6083,Expense item 287,Daily,Cash,Amazon,Shinjuku
2023,5,2023-05-18,Future,Transport,4936,Expense item 288,Daily,Cash,FamilyMart,Online
2023,5,2023-05-18,Present,Clothing,173,Expense item 289,Travel,AMEX - 5508,Amazon,Online
2023,5,2023-05-19,Present,Enjoyment & Social Life,915,Expense item 290,Travel,AMEX - 5508,Lawson,Shibuya
2023,5,2023-05-19,Living,Transport,13976,Expense item 291,Gift,Credit Card,UQ,Shibuya
2023,5,2023-05-19,Future,Transport,10702,Expense item 292,Personal,Cash,Mall,Shinjuku
2023,5,2023-05-19,Future,Clothing,14230,Expense item 293,Travel,Cash,FamilyMart,Online
2023,5,2023-05-19,Present,Subscriptions,524,Expense item 294,Work,Suika,UQ,Tachikawa
2023,5,2023-05-20,Present,Subscriptions,493,Expense item 295,Personal,Suika,Nikunohanamasa,Tachikawa
2023,5,2023-05-20,Present,Hobbies & Leisure,3209,Expense item 296,Personal,AMEX - 5508,Spotify,Shinjuku
2023,5,2023-05-20,Living,Food,5470,Expense item 297,Gift,AMEX - 5508,Vending Machine,Shibuya
2023,5,2023-05-21,Present,Enjoyment & Social Life,1583,Expense item 298,Gift,Suika,UQ,Shibuya
2023,5,2023-05-21,Present,Subscriptions,243,Expense item 299,Work,Credit Card,Vending Machine,Shinjuku
2023,5,2023-05-21,Present,Subscriptions,1200,Expense item 300,Work,Cash,FamilyMart,Shibuya
2023,5,2023-05-22,Living,Utilities & Services,471,Expense item 301,Gift,MASTER - 9031,UQ,Tachikawa
2023,5,2023-05-22,Present,Enjoyment & Social Life,4172,Expense item 302,Travel,MASTER - 9031,Spotify,Kita-Senju
2023,5,2023-05-23,Present,Subscriptions,319,Expense item 303,Gift,AMEX - 5508,FamilyMart,Kita-Senju
2023,5,2023-05-23,Living,Basic Personal Care,1511,Expense item 304,Daily,Cash,Amazon,Kita-Senju
2023,5,2023-05-24,Present,Clothing,6164,Expense item 305,Daily,Cash,Netflix,Tokyo
2023,5,2023-05-24,Living,Food,491,Expense item 306,Daily,Suika,Spotify,Tokyo
2023,5,2023-05-25,Living,Food,1782,Expense item 307,Daily,AMEX - 5508,Seven,Online
2023,5,2023-05-26,Living,Transport,8265,Expense item 308,Personal,Credit Card,Amazon,Tachikawa
2023,5,2023-05-26,Present,Hobbies & Leisure,645,Expense item 309,Gift,Suika,Lawson,Tachikawa
2023,5,2023-05-27,Living,Utilities & Services,392,Expense item 310,Gift,Cash,Nikunohanamasa,Online
2023,5,2023-05-28,Present,Subscriptions,1349,Expense item 311,Work,Credit Card,Spotify,Shibuya
2023,5,2023-05-28,Living,Food,4940,Expense item 312,Daily,MASTER - 9031,Mall,Tachikawa
2023,5,2023-05-30,Living,Food,2515,Expense item 313,Gift,MASTER - 9031,UQ,Shibuya
2023,5,2023-05-30,Living,Basic Personal Care,2660,Expense item 314,Travel,Cash,UQ,Tachikawa
2023,5,2023-05-31,Living,Basic Personal Care,1283,Expense item 315,Personal,MASTER - 9031,FamilyMart,Online
2023,5,2023-05-31,Present,Enjoyment & Social Life,4981,Expense item 316,Gift,AMEX - 5508,Nikunohanamasa,Tokyo
2023,5,2023-05-31,Living,Food,2649,Expense item 317,Daily,Cash,Spotify,Shinjuku
2023,5,2023-05-31,Present,Subscriptions,1066,Expense item 318,Work,Credit Card,Vending Machine,Online
2023,6,2023-06-02,Living,Utilities & Services,3720,Expense item 319,Travel,Credit Card,Amazon,Tachikawa
2023,6,2023-06-03,Present,Hobbies & Leisure,733,Expense item 320,Gift,AMEX - 5508,Vending Machine,Tachikawa
2023,6,2023-06-03,Living,Utilities & Services,1739,Expense item 321,Work,Credit Card,Nikunohanamasa,Kita-Senju
2023,6,2023-06-03,Living,Basic Personal Care,1109,Expense item 322,Gift,Suika,Amazon,Shinjuku
2023,6,2023-06-03,Present,Hobbies & Leisure,2405,Expense item 323,Personal,Suika,Vending Machine,Shibuya
2023,6,2023-06-04,Future,Transport,14554,Expense item 324,Daily,Cash,Amazon,Kita-Senju
2023,6,2023-06-04,Living,Basic Personal Care,2014,Expense item 325,Work,AMEX - 5508,Nikunohanamasa,Shinjuku
2023,6,2023-06-04,Living,Basic Personal Care,869,Expense item 326,Daily,AMEX - 5508,Netflix,Kita-Senju
2023,6,2023-06-04,Living,Basic Personal Care,1382,Expense item 327,Personal,Suika,Spotify,Tachikawa
2023,6,2023-06-05,Present,Subscriptions,2106,Expense item 328,Daily,Credit Card,Spotify,Kita-Senju
2023,6,2023-06-05,Living,Basic Personal Care,1044,Expense item 329,Daily,MASTER - 9031,Nikunohanamasa,Tachikawa
2023,6,2023-06-06,Future,Clothing,14230,Expense item 330,Daily,Suika,Amazon,Shinjuku
2023,6,2023-06-08,Present,Enjoyment & Social Life,5767,Expense item 331,Gift,Cash,Netflix,Shinjuku
2023,6,2023-06-08,Present,Hobbies & Leisure,1583,Expense item 332,Work,MASTER - 9031,Nikunohanamasa,Kita-Senju
2023,6,2023-06-08,Present,Hobbies & Leisure,150,Expense item 333,Personal,Cash,Mall,Online
2023,6,2023-06-08,Present,Enjoyment & Social Life,7303,Expense item 334,Personal,Cash,Lawson,Kita-Senju
2023,6,2023-06-10,Living,Utilities & Services,1245,Expense item 335,Work,MASTER - 9031,Nikunohanamasa,Kita-Senju
2023,6,2023-06-10,Living,Food,446,Expense item 336,Gift,Suika,Seven,Shibuya
2023,6,2023-06-10,Present,Hobbies & Leisure,4419,Expense item 337,Daily,MASTER - 9031,Seven,Shibuya
2023,6,2023-06-10,Present,Enjoyment & Social Life,7311,Expense item 338,Personal,AMEX - 5508,Amazon,Online
2023,6,2023-06-11,Present,Subscriptions,1735,Expense item 339,Daily,Credit Card,Nikunohanamasa,Shinjuku
2023,6,2023-06-12,Future,Transport,1028,Expense item 340,Travel,Credit Card,Lawson,Kita-Senju
2023,6,2023-06-12,Living,Utilities & Services,2626,Expense item 341,Gift,AMEX - 5508,FamilyMart,Online
2023,6,2023-06-13,Present,Subscriptions,1074,Expense item 342,Daily,Credit Card,Mall,Tachikawa
2023,6,2023-06-13,Future,Clothing,4600,Expense item 343,Travel,Suika,FamilyMart,Tachikawa
2023,6,2023-06-14,Present,Hobbies & Leisure,290,Expense item 344,Travel,Credit Card,Lawson,Shinjuku
2023,6,2023-06-14,Future,Clothing,13609,Expense item 345,Daily,AMEX - 5508,Seven,Shibuya
2023,6,2023-06-14,Future,Transport,9098,Expense item 346,Work,Credit Card,Netflix,Shinjuku
2023,6,2023-06-16,Living,Food,6329,Expense item 347,Work,Suika,Vending Machine,Tachikawa
2023,6,2023-06-17,Living,Food,7966,Expense item 348,Work,Suika,Nikunohanamasa,Shinjuku
2023,6,2023-06-17,Living,Transport,5904,Expense item 349,Personal,AMEX - 5508,Amazon,Shibuya
2023,6,2023-06-18,Present,Transport,5282,Expense item 350,Travel,MASTER - 9031,Nikunohanamasa,Tachikawa
2023,6,2023-06-19,Living,Food,9916,Expense item 351,Daily,MASTER - 9031,Netflix,Shibuya
2023,6,2023-06-19,Living,Clothing,13334,Expense item 352,Daily,Credit Card,Lawson,Tokyo
2023,6,2023-06-19,Present,Transport,11180,Expense item 353,Personal,MASTER - 9031,UQ,Shinjuku
2023,6,2023-06-20,Living,Utilities & Services,5698,Expense item 354,Daily,Cash,Spotify,Shibuya
2023,6,2023-06-20,Living,Utilities & Services,4600,Expense item 355,Gift,Cash,FamilyMart,Tachikawa
2023,6,2023-06-21,Present,Clothing,2907,Expense item 356,Work,Suika,FamilyMart,Shinjuku
2023,6,2023-06-22,Present,Subscriptions,1552,Expense item 357,Daily,AMEX - 5508,UQ,Shibuya
2023,6,2023-06-22,Present,Hobbies & Leisure,3695,Expense item 358,Gift,Suika,FamilyMart,Tachikawa
2023,6,2023-06-22,Present,Hobbies & Leisure,4459,Expense item 359,Daily,Suika,UQ,Shibuya
2023,6,2023-06-25,Future,Clothing,13656,Expense item 360,Gift,Credit Card,FamilyMart,Tokyo
2023,6,2023-06-25,Living,Food,4397,Expense item 361,Personal,Credit Card,Amazon,Shinjuku
2023,6,2023-06-25,Living,Basic Personal Care,881,Expense item 362,Work,Suika,Lawson,Tokyo
2023,6,2023-06-25,Living,Clothing,14754,Expense item 363,Travel,Credit Card,Nikunohanamasa,Shinjuku
2023,6,2023-06-25,Future,Clothing,7258,Expense item 364,Travel,Credit Card,Seven,Online
2023,6,2023-06-25,Living,Basic Personal Care,786,Expense item 365,Gift,Credit Card,Spotify,Online
2023,6,2023-06-26,Present,Enjoyment & Social Life,408,Expense item 366,Daily,Credit Card,Lawson,Kita-Senju
2023,6,2023-06-26,Present,Hobbies & Leisure,204,Expense item 367,Travel,AMEX - 5508,Amazon,Online
2023,6,2023-06-26,Living,Basic Personal Care,845,Expense item 368,Work,Suika,Spotify,Online
2023,6,2023-06-27,Living,Utilities & Services,1337,Expense item 369,Travel,AMEX - 5508,Seven,Online
2023,6,2023-06-28,Future,Transport,14497,Expense item 370,Travel,MASTER - 9031,Nikunohanamasa,Tokyo
2023,6,2023-06-28,Living,Utilities & Services,3780,Expense item 371,Gift,Credit Card,Seven,Kita-Senju
2023,6,2023-06-29,Present,Subscriptions,1450,Expense item 372,Gift,Credit Card,Lawson,Shibuya
2023,6,2023-06-29,Living,Food,2660,Expense item 373,Travel,Cash,Amazon,Shibuya
2023,6,2023-06-29,Living,Food,4157,Expense item 374,Work,Cash,Amazon,Tokyo
2023,6,2023-06-29,Living,Food,8675,Expense item 375,Work,Cash,Amazon,Kita-Senju
2023,6,2023-06-30,Present,Transport,8723,Expense item 376,Daily,Suika,FamilyMart,Shibuya
2023,6,2023-06-30,Living,Basic Personal Care,1991,Expense item 377,Gift,Suika,Vending Machine,Shinjuku
2023,6,2023-06-30,Present,Hobbies & Leisure,1857,Expense item 378,Work,Cash,Lawson,Online
2023,6,2023-06-30,Living,Basic Personal Care,955,Expense item 379,Gift,Credit Card,Netflix,Tachikawa
2023,7,2023-07-01,Living,Transport,4497,Expense item 380,Travel,Suika,Netflix,Kita-Senju
2023,7,2023-07-01,Future,Clothing,4542,Expense item 381,Travel,AMEX - 5508,Netflix,Tokyo
2023,7,2023-07-01,Future,Transport,6405,Expense item 382,Personal,MASTER - 9031,Lawson,Shibuya
2023,7,2023-07-02,Living,Food,7845,Expense item 383,Travel,AMEX - 5508,Spotify,Shibuya
2023,7,2023-07-03,Living,Utilities & Services,3789,Expense item 384,Gift,AMEX - 5508,Seven,Shibuya
2023,7,2023-07-03,Living,Basic Personal Care,2333,Expense item 385,Daily,Suika,Spotify,Tachikawa
2023,7,2023-07-03,Present,Subscriptions,209,Expense item 386,Personal,MASTER - 9031,UQ,Shibuya
2023,7,2023-07-03,Present,Enjoyment & Social Life,1088,Expense item 387,Travel,AMEX - 5508,Lawson,Tachikawa
2023,7,2023-07-03,Present,Subscriptions,769,Expense item 388,Personal,Cash,Nikunohanamasa,Shinjuku
2023,7,2023-07-03,Living,Utilities & Services,3429,Expense item 389,Work,Suika,Amazon,Shibuya
2023,7,2023-07-04,Present,Subscriptions,303,Expense item 390,Travel,MASTER - 9031,Mall,Shinjuku
2023,7,2023-07-05,Present,Enjoyment & Social Life,7522,Expense item 391,Gift,Suika,Seven,Shinjuku
2023,7,2023-07-07,Living,Food,6221,Expense item 392,Personal,MASTER - 9031,UQ,Shibuya
2023,7,2023-07-07,Living,Food,3000,Expense item 393,Gift,Suika,Netflix,Tokyo
2023,7,2023-07-07,Present,Transport,1896,Expense item 394,Gift,MASTER - 9031,Lawson,Tokyo
2023,7,2023-07-07,Living,Food,9719,Expense item 395,Travel,Suika,FamilyMart,Tachikawa
2023,7,2023-07-08,Present,Transport,9771,Expense item 396,Daily,AMEX - 5508,FamilyMart,Tachikawa
2023,7,2023-07-08,Present,Hobbies & Leisure,5663,Expense item 397,Gift,MASTER - 9031,Nikunohanamasa,Shibuya
2023,7,2023-07-09,Present,Transport,3180,Expense item 398,Daily,MASTER - 9031,Vending Machine,Online
2023,7,2023-07-09,Present,Hobbies & Leisure,1225,Expense item 399,Travel,Credit Card,Netflix,Kita-Senju
2023,7,2023-07-09,Living,Food,6266,Expense item 400,Daily,Suika,Seven,Kita-Senju
2023,7,2023-07-09,Future,Clothing,10245,Expense item 401,Work,MASTER - 9031,Spotify,Tokyo
2023,7,2023-07-09,Present,Subscriptions,500,Expense item 402,Daily,Credit Card,Amazon,Online
2023,7,2023-07-11,Present,Subscriptions,1546,Expense item 403,Work,Credit Card,Lawson,Tokyo
2023,7,2023-07-12,Future,Transport,6382,Expense item 404,Gift,Credit Card,Vending Machine,Kita-Senju
2023,7,2023-07-12,Living,Utilities & Services,1782,Expense item 405,Work,Suika,Nikunohanamasa,Kita-Senju
2023,7,2023-07-12,Living,Food,433,Expense item 406,Gift,Cash,Nikunohanamasa,Tachikawa
2023,7,2023-07-13,Future,Transport,12756,Expense item 407,Daily,Cash,Vending Machine,Shinjuku
2023,7,2023-07-13,Living,Basic Personal Care,1286,Expense item 408,Personal,MASTER - 9031,Mall,Kita-Senju
2023,7,2023-07-14,Present,Hobbies & Leisure,352,Expense item 409,Work,AMEX - 5508,UQ,Tokyo
2023,7,2023-07-14,Living,Utilities & Services,3616,Expense item 410,Daily,Credit Card,Mall,Tachikawa
2023,7,2023-07-14,Present,Enjoyment & Social Life,1865,Expense item 411,Work,Suika,Amazon,Shinjuku
2023,7,2023-07-15,Present,Subscriptions,1544,Expense item 412,Work,Suika,Mall,Shinjuku
2023,7,2023-07-17,Present,Enjoyment & Social Life,7445,Expense item 413,Daily,Cash,Spotify,Tokyo
2023,7,2023-07-18,Living,Food,5421,Expense item 414,Personal,MASTER - 9031,Nikunohanamasa,Tachikawa
2023,7,2023-07-18,Living,Utilities & Services,6861,Expense item 415,Daily,Credit Card,Vending Machine,Tachikawa
2023,7,2023-07-19,Present,Subscriptions,575,Expense item 416,Gift,Credit Card,Nikunohanamasa,Online
2023,7,2023-07-19,Present,Hobbies & Leisure,2432,Expense item 417,Gift,AMEX - 5508,Netflix,Kita-Senju
2023,7,2023-07-19,Living,Basic Personal Care,1256,Expense item 418,Daily,Credit Card,Nikunohanamasa,Online
2023,7,2023-07-21,Present,Hobbies & Leisure,3360,Expense item 419,Gift,Suika,Nikunohanamasa,Shibuya
2023,7,2023-07-21,Living,Basic Personal Care,2908,Expense item 420,Travel,Credit Card,FamilyMart,Shibuya
2023,7,2023-07-21,Living,Food,5641,Expense item 421,Gift,Credit Card,Vending Machine,Tachikawa
2023,7,2023-07-22,Living,Basic Personal Care,712,Expense item 422,Travel,Suika,Nikunohanamasa,Online
2023,7,2023-07-22,Living,Basic Personal Care,1347,Expense item 423,Daily,Suika,Netflix,Shinjuku
2023,7,2023-07-22,Present,Subscriptions,1258,Expense item 424,Travel,Credit Card,Nikunohanamasa,Shibuya
2023,7,2023-07-24,Present,Hobbies & Leisure,6144,Expense item 425,Travel,MASTER - 9031,UQ,Kita-Senju
2023,7,2023-07-24,Present,Clothing,3944,Expense item 426,Travel,Cash,Amazon,Online
2023,7,2023-07-24,Living,Utilities & Services,78,Expense item 427,Daily,MASTER - 9031,Spotify,Tokyo
2023,7,2023-07-25,Living,Basic Personal Care,1618,Expense item 428,Personal,Suika,Nikunohanamasa,Kita-Senju
2023,7,2023-07-25,Future,Clothing,8948,Expense item 429,Daily,AMEX - 5508,Seven,Kita-Senju
2023,7,2023-07-26,Present,Enjoyment & Social Life,2399,Expense item 430,Personal,Cash,Mall,Shinjuku
2023,7,2023-07-27,Present,Enjoyment & Social Life,9379,Expense item 431,Daily,Cash,FamilyMart,Shinjuku
2023,7,2023-07-27,Future,Transport,2879,Expense item 432,Daily,Credit Card,Spotify,Kita-Senju
2023,7,2023-07-27,Present,Subscriptions,1211,Expense item 433,Daily,Suika,Seven,Tokyo
2023,7,2023-07-28,Living,Basic Personal Care,417,Expense item 434,Personal,AMEX - 5508,Nikunohanamasa,Tachikawa
2023,7,2023-07-29,Present,Clothing,11307,Expense item 435,Daily,Suika,Mall,Kita-Senju
2023,7,2023-07-30,Present,Hobbies & Leisure,619,Expense item 436,Gift,Credit Card,Spotify,Tokyo
2023,7,2023-07-30,Living,Utilities & Services,1559,Expense item 437,Personal,MASTER - 9031,Vending Machine,Shinjuku
2023,7,2023-07-30,Future,Transport,4629,Expense item 438,Work,MASTER - 9031,Netflix,Tokyo
2023,7,2023-07-30,Future,Clothing,13905,Expense item 439,Travel,AMEX - 5508,Lawson,Shinjuku
2023,7,2023-07-30,Future,Clothing,5765,Expense item 440,Personal,Cash,Nikunohanamasa,Shibuya
2023,7,2023-07-31,Living,Transport,10500,Expense item 441,Gift,AMEX - 5508,UQ,Shibuya
2023,7,2023-07-31,Living,Utilities & Services,3631,Expense item 442,Personal,AMEX - 5508,Netflix,Tachikawa
2023,8,2023-08-01,Present,Hobbies & Leisure,3208,Expense item 443,Work,AMEX - 5508,UQ,Shibuya
2023,8,2023-08-03,Living,Basic Personal Care,2838,Expense item 444,Work,Suika,Nikunohanamasa,Tokyo
2023,8,2023-08-03,Future,Transport,13637,Expense item 445,Travel,Suika,Nikunohanamasa,Kita-Senju
2023,8,2023-08-04,Present,Enjoyment & Social Life,3185,Expense item 446,Travel,AMEX - 5508,Mall,Online
2023,8,2023-08-06,Present,Enjoyment & Social Life,2264,Expense item 447,Gift,Suika,Vending Machine,Tachikawa
2023,8,2023-08-06,Living,Utilities & Services,3556,Expense item 448,Travel,Suika,FamilyMart,Online
2023,8,2023-08-06,Present,Enjoyment & Social Life,3428,Expense item 449,Work,Credit Card,Lawson,Shibuya
2023,8,2023-08-06,Living,Utilities & Services,3116,Expense item 450,Travel,Suika,Netflix,Online
2023,8,2023-08-07,Living,Basic Personal Care,1264,Expense item 451,Travel,Credit Card,Nikunohanamasa,Tachikawa
2023,8,2023-08-07,Present,Hobbies & Leisure,3170,Expense item 452,Daily,Suika,Spotify,Tachikawa
2023,8,2023-08-08,Living,Utilities & Services,3161,Expense item 453,Gift,MASTER - 9031,FamilyMart,Kita-Senju
2023,8,2023-08-08,Living,Clothing,6797,Expense item 454,Gift,AMEX - 5508,Spotify,Online
2023,8,2023-08-09,Living,Transport,3589,Expense item 455,Travel,AMEX - 5508,Mall,Shibuya
2023,8,2023-08-09,Living,Utilities & Services,3919,Expense item 456,Work,Credit Card,FamilyMart,Kita-Senju
2023,8,2023-08-10,Living,Basic Personal Care,787,Expense item 457,Daily,Cash,Lawson,Shibuya
2023,8,2023-08-10,Living,Utilities & Services,421,Expense item 458,Work,Credit Card,Seven,Tachikawa
2023,8,2023-08-12,Living,Food,11738,Expense item 459,Daily,Cash,Mall,Kita-Senju
2023,8,2023-08-12,Present,Enjoyment & Social Life,7694,Expense item 460,Personal,Credit Card,Lawson,Tachikawa
2023,8,2023-08-12,Living,Basic Personal Care,2109,Expense item 461,Gift,MASTER - 9031,Vending Machine,Kita-Senju
2023,8,2023-08-12,Living,Utilities & Services,3105,Expense item 462,Daily,Credit Card,Amazon,Shinjuku
2023,8,2023-08-12,Future,Clothing,7643,Expense item 463,Travel,AMEX - 5508,Mall,Shinjuku
2023,8,2023-08-13,Present,Subscriptions,240,Expense item 464,Work,AMEX - 5508,Lawson,Tokyo
2023,8,2023-08-13,Present,Hobbies & Leisure,1739,Expense item 465,Daily,Credit Card,Netflix,Tokyo
2023,8,2023-08-13,Living,Food,14649,Expense item 466,Gift,Cash,Nikunohanamasa,Shibuya
2023,8,2023-08-14,Living,Basic Personal Care,591,Expense item 467,Daily,Suika,Spotify,Shinjuku
2023,8,2023-08-15,Present,Clothing,3579,Expense item 468,Personal,MASTER - 9031,Seven,Online
